ID,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg,env_score,ops_score,human_score,env_score_norm,ops_score_norm,human_score_norm,cluster
15,376,19,9.783393172948031,54.49838056556707,1,0,36.25941977645789,2,2,50.568698570351984,0.2036131825750649,0.2861319966583124,1.0,0.20563711928471495,0.28735144312393884,1.0,0
16,372,5,30.2220865409082,63.652467801757055,6,0,49.63501381763712,1,1,60.79622004025845,0.6834681333206384,0.5605680868838764,0.25,0.6906188286261012,0.566213921901528,0.25,1
17,378,12,12.323228609484747,68.06038438267225,5,0,41.14602070991628,1,2,51.05801765836502,0.36701921123395925,0.5100250626566415,0.5,0.3707889739702721,0.5148556876061119,0.5,0
18,265,12,15.685237396534474,63.32972544635161,0,0,26.92454031148613,0,2,38.215700494202835,0.39386132590003986,0.13784461152882202,0.25,0.3979178691350853,0.13667232597623086,0.25,2
20,283,8,18.91830132600004,36.075594876909534,4,1,7.659761939404453,0,0,31.32297930911143,0.7348218543417078,0.3095238095238095,0.6785714285714286,0.7425212115506535,0.31112054329371813,0.6785714285714286,1
21,138,17,31.119735907150535,67.67960295624589,5,0,21.024188832488974,1,3,29.53986030174638,0.16125595989609653,0.12781954887218042,0.6785714285714286,0.1628273530712332,0.12648556876061115,0.6785714285714286,0
22,253,17,12.768711132973952,42.3730443050484,0,0,6.584682808648558,1,0,18.665798273669395,0.6067490665270624,0.04344193817878028,0.6071428571428572,0.6130800971931679,0.04074702886247878,0.6071428571428572,1
23,152,8,32.734754800209906,48.53006544044045,0,0,27.156303658383163,2,1,31.264418840589673,0.29350763949933023,0.3387635756056809,0.7142857142857142,0.29649200639530293,0.3408319185059423,0.7142857142857142,0
25,439,18,13.283378160234452,56.99053247835356,1,0,22.96250575299588,1,0,50.47941710867909,0.5274910479095942,0.6027568922305764,0.6071428571428572,0.5329752878369508,0.6090831918505941,0.6071428571428572,0
26,353,11,10.437899771551557,70.64323929112301,1,1,17.26927912906181,2,2,45.97954253624569,0.2957981012696543,0.6374269005847953,0.4642857142857143,0.298806939403344,0.6443123938879457,0.4642857142857143,0
27,489,8,18.018568510953187,73.81476882540875,5,0,36.51943096204268,2,2,60.20071926103519,0.5842721611127722,0.27568922305764415,0.9642857142857142,0.5903630490693759,0.27674023769100176,0.9642857142857142,0
28,464,11,12.722958546168286,58.58900302669756,6,0,23.69813283779297,1,3,45.68508645035617,0.5165141861117327,0.545530492898914,0.6071428571428572,0.521881149515236,0.5509337860780985,0.6071428571428572,0
29,430,18,20.39768415367352,74.99104586618797,0,0,13.973521899134075,2,1,40.633073102672135,0.21209904943692548,0.2109440267335004,0.8571428571428572,0.21421364894125833,0.21095076400679116,0.8571428571428572,0
30,354,15,24.8694159344234,56.31230931224613,6,0,28.564853722457485,1,2,43.078879896854815,0.3792588048288904,0.5321637426900585,0.35714285714285715,0.3831593350847935,0.5373514431239389,0.35714285714285715,2
31,153,15,12.80760861028048,48.368240452775595,3,0,18.20906566063972,2,2,27.04674865610133,0.2988484500098744,0.49331662489557226,0.9642857142857142,0.30188987799514294,0.4978777589134126,0.9642857142857142,0
32,338,8,12.941225711838966,68.06544871719501,6,0,43.68558132861498,1,1,52.31782235802555,0.3634324944333902,0.06725146198830409,0.10714285714285715,0.36716393677484316,0.06494057724957554,0.10714285714285715,2
33,358,18,11.24605069457354,62.444074027986254,5,0,43.56339866493075,2,1,46.621447339944794,0.38147685188227287,0.27777777777777773,0.35714285714285715,0.3854010796988225,0.27886247877758913,0.35714285714285715,2
34,114,8,24.75659847214056,38.25142648902092,1,0,25.34389685651147,0,2,23.016291573913,0.5643180416093585,0.29949874686716793,0.25,0.5701957402396312,0.3009337860780985,0.25,2
35,100,15,28.90661644728631,30.605436401341485,5,0,15.80987449437735,0,2,20.364564228929552,0.5264793681907523,0.2284878863826232,0.6071428571428572,0.5319527993566555,0.2287775891341256,0.6071428571428572,0
36,259,5,19.661521028978676,74.34159346727752,3,0,11.18127856859034,1,1,35.73457609874185,0.7834954680432036,0.5313283208020051,0.39285714285714285,0.7917148529543658,0.536502546689304,0.39285714285714285,1
37,174,15,17.95278884045299,73.84908172270852,3,0,49.733674459050896,1,3,43.20273262564819,0.42255804458254675,0.35756056808688386,0.5357142857142857,0.42692118286042463,0.3599320882852292,0.5357142857142857,0
38,470,9,26.29169796766065,84.91543109506938,4,0,29.180322357943155,1,0,57.92568114492289,0.2635467117575849,0.43191311612364247,0.10714285714285715,0.26621097683195527,0.435483870967742,0.10714285714285715,2
39,262,13,19.39180629704316,58.00692463387128,4,0,34.51564908942798,1,0,44.546821688782664,0.16426173740036482,0.14369256474519632,0.2142857142857143,0.16586524422908192,0.1426146010186757,0.2142857142857143,2
40,218,8,22.40415960283049,31.851474258484348,6,0,34.776673046660605,0,0,31.827616080564624,0.2727525389630362,0.49415204678362573,0.39285714285714285,0.27551515887084904,0.49872665534804755,0.39285714285714285,2
41,272,11,16.947552431221695,32.8584754461904,0,0,30.91036382484852,0,2,39.50264031483726,0.6041971396520165,0.48370927318295737,0.46428571428571425,0.6105009055936002,0.48811544991511036,0.46428571428571425,1
42,492,9,11.093390646999238,59.68051137547699,3,0,14.92289542114916,1,1,45.20600927495253,0.4515320658385395,0.4035087719298245,0.39285714285714285,0.45620476185318476,0.40662139219015275,0.39285714285714285,2
43,280,18,20.607422147122204,76.88093043686438,0,1,14.55285387508661,0,1,53.59927450876711,0.35142597839970885,0.2911445279866332,0.5,0.355029143416554,0.2924448217317487,0.5,0
44,317,16,24.068757158584567,50.42435060097388,4,0,46.584847216007574,0,0,55.91331449992199,0.7265932741203642,0.15789473684210523,0.32142857142857145,0.7342047173788223,0.15704584040747024,0.32142857142857145,1
45,382,12,24.70145945225198,36.94425640072232,1,0,5.6555219638075505,1,3,27.94548858041052,0.46549236619941503,0.2736006683375104,0.4642857142857143,0.47031421372279025,0.2746179966044142,0.4642857142857143,2
46,289,7,29.91994569660069,69.52950420840423,0,0,29.771229969632323,1,2,40.265658444205016,0.4446907483404452,0.3609022556390977,0.39285714285714285,0.44929035188571914,0.3633276740237691,0.39285714285714285,2
47,361,11,19.0736067961498,63.89906146051521,1,0,29.566558998905,1,2,38.66680034019299,0.5047299256395874,0.656641604010025,0.035714285714285726,0.5099709862914842,0.66383701188455,0.035714285714285726,2
48,266,9,14.396132910443152,72.46129957983712,4,0,39.71804278993194,1,2,39.66096850558484,0.4864441266983902,0.14411027568922305,0.2142857142857143,0.4914898223201723,0.1430390492359932,0.2142857142857143,2
49,487,6,24.004556459372797,56.94508470065681,6,0,25.590889951269432,0,1,44.274849697036814,0.7307901351140081,0.9498746867167919,0.6071428571428572,0.7384464175330109,0.961799660441426,0.6071428571428572,1
50,206,11,15.74021461719661,74.28414740031103,1,0,22.28191872759952,0,2,32.44114132276269,0.7136163447132491,0.34920634920634924,0.75,0.7210891427742745,0.3514431239388795,0.75,1
51,439,8,28.810694065389313,72.65308300093915,6,1,30.73051921711912,2,2,63.61488965710212,0.456827406082564,0.3763575605680869,0.6785714285714286,0.46155667738328604,0.3790322580645162,0.6785714285714286,0
52,119,19,30.999099507054563,65.4258653893616,6,0,41.554678111117774,1,0,39.23947342293806,0.5229377874039627,0.5071010860484545,0.25,0.5283733804070769,0.5118845500848896,0.25,2
53,351,17,17.717468584329882,66.0661617374597,3,0,7.578963950471906,1,0,25.96082788900909,0.698304250181548,0.5158730158730158,0.6071428571428572,0.7056134541978765,0.5207979626485568,0.6071428571428572,1
54,441,5,19.019312977764997,70.90491864540968,4,0,41.723556905450806,1,2,62.71189112279262,0.7219621472276134,0.5058479532163742,0.17857142857142855,0.7295241116392475,0.510611205432937,0.17857142857142855,1
55,385,15,33.57077853533154,57.5158766108304,5,0,8.08918997665425,1,2,31.256635833099743,0.9895788255214611,0.16917293233082706,0.5,1.0,0.16850594227504243,0.5,1
56,373,10,21.713485419214607,88.36657937352516,5,0,34.33553895031073,0,0,53.953180540424945,0.2169085660096277,0.24436090225563908,0.2857142857142857,0.21907455027177644,0.24490662139219013,0.2857142857142857,2
57,236,5,34.80333290851681,89.475793604018,1,0,5.945949802679772,2,3,21.233009332422423,0.6536102172984775,0.2660818713450292,0.8571428571428572,0.6604419113570389,0.2669779286926995,0.8571428571428572,0
58,326,6,19.285214191253516,33.637735563988095,1,0,29.073500303424986,1,1,40.21228889086149,0.5467547355035187,0.8675856307435255,0.5714285714285714,0.5524447881995167,0.8781833616298811,0.5714285714285714,0
59,352,15,34.49456144636305,49.9820923083239,1,0,14.91435943798854,2,2,37.260332562313856,0.46315084744136287,0.3512949039264828,0.75,0.46794767823540884,0.35356536502546687,0.75,0
60,407,14,23.627638206517492,62.86708166299917,5,1,13.270309929855552,1,1,50.640364271268474,0.19229189600165375,0.4594820384294069,0.2142857142857143,0.19419487636154495,0.46349745331069614,0.2142857142857143,2
62,188,19,22.74310616879245,54.94785004124701,5,0,35.44900856689314,1,3,42.65394571098668,0.20258284401145116,0.3312447786131997,0.39285714285714285,0.20459577260900527,0.3331918505942275,0.39285714285714285,2
63,251,11,13.730944448754403,43.81505524263088,6,0,17.575038829350618,0,0,29.201816950062387,0.5345240878020634,0.30994152046783624,0.42857142857142855,0.540083468556179,0.31154499151103565,0.42857142857142855,1
64,430,16,12.102455611699616,48.89517531677806,1,0,8.646737470927555,0,2,34.957215203516746,0.4391580167622076,0.37719298245614036,0.5,0.4436985087381772,0.3798811544991511,0.5,0
65,205,10,23.720966418001467,61.182255773669056,4,0,17.58363433219428,1,2,22.876659936800657,0.4729308270752094,0.23976608187134504,0.6071428571428572,0.47783214693324605,0.2402376910016978,0.6071428571428572,0
66,352,12,21.858402747655347,54.165863907735115,3,0,42.34195691227782,1,3,52.869761758372256,0.41939207813916635,0.24394319131161235,0.5357142857142857,0.42372139130874337,0.24448217317487264,0.5357142857142857,0
67,121,15,16.9110422645849,69.89967097426643,4,0,16.290064244034713,1,2,21.77211585097144,0.5837607314945291,0.4277360066833751,0.5357142857142857,0.5898461553495591,0.4312393887945671,0.5357142857142857,1
68,259,13,21.292420480792067,53.13681077193888,2,0,49.153170145722896,1,1,53.34518577593335,0.45970849713122164,0.5421888053467,0.7142857142857143,0.46446854993847203,0.5475382003395585,0.7142857142857143,0
69,479,13,25.48744378518969,62.902922171739235,2,0,19.020728281200302,1,1,47.8477570518841,0.3136829083002627,0.39766081871345027,0.39285714285714285,0.31688282727626976,0.400679117147708,0.39285714285714285,2
70,483,11,28.655181437045965,40.56572827983568,4,0,35.33078906977853,2,0,56.61000756531634,0.5579077802256921,0.4076858813700919,0.39285714285714285,0.5637169917796117,0.41086587436332767,0.39285714285714285,1
73,177,9,19.970900742593237,43.603642939797794,6,0,28.20544479846829,1,3,36.36790404747051,0.23162204076868503,0.2731829573934837,0.14285714285714285,0.23394522343647292,0.27419354838709675,0.14285714285714285,2
74,189,9,19.67696900839077,73.53763201646495,6,0,38.72205575258702,1,2,41.62210376932863,0.596539566931361,0.35714285714285715,0.7142857142857142,0.6027615195526743,0.35950764006791175,0.7142857142857142,0
75,294,9,10.366676426156594,56.473422819319595,2,0,23.558137721053978,0,2,28.10933876263433,0.44695523880231836,0.38137009189640764,0.5357142857142857,0.45157903610848293,0.38412563667232597,0.5357142857142857,0
77,195,18,19.32121592972336,79.00339215351268,5,0,38.403209217661825,1,0,47.46565108478094,0.2551265329437378,0.16290726817042608,0.7142857142857143,0.25770083703292906,0.16213921901528014,0.7142857142857143,0
78,357,13,10.4812200812646,81.98319085508052,3,0,26.44075720577298,1,3,45.21106349139713,0.5635489886423178,0.2882205513784461,0.5357142857142857,0.5694184707294387,0.2894736842105263,0.5357142857142857,1
79,295,11,19.46191058714673,37.795795472142075,0,0,26.854108940042472,2,2,38.94264923547769,0.4350864247061742,0.34920634920634913,0.5714285714285714,0.4395834158918748,0.3514431239388794,0.5714285714285714,0
80,312,13,32.79590087399778,43.213518082638906,2,0,19.309214810315073,1,2,27.26059322895443,0.39482453240950216,0.5083542188805347,0.5357142857142857,0.3988913665194136,0.513157894736842,0.5357142857142857,0
81,385,14,20.449748346762107,57.00699158848866,2,0,10.584831547119984,1,2,28.111738434982993,0.584983190199105,0.6549707602339181,0.6785714285714286,0.5910816747731334,0.6621392190152801,0.6785714285714286,0
82,376,13,23.735355960761332,44.42294332196903,5,0,10.786841868224862,1,1,25.890271488423735,0.7244763268429439,0.5735171261487051,0.7142857142857142,0.7320651526882972,0.5793718166383701,0.7142857142857142,1
83,485,10,24.48537248358752,65.41713257718959,6,0,13.737329107073702,2,2,42.17290474419898,0.5605825597815799,0.23642439431913118,0.35714285714285715,0.5664203486150685,0.2368421052631579,0.35714285714285715,2
84,454,18,31.73149061627631,64.99544954736693,5,0,46.027664461074906,1,2,64.69057095687299,0.6044592262092219,0.5434419381787802,0.6785714285714286,0.6107657922771936,0.5488115449915109,0.6785714285714286,0
85,250,8,13.588559050984822,88.24452922063489,2,0,34.13560733354957,1,3,43.9522039028567,0.46427957126596964,0.14912280701754385,0.75,0.46908846131784154,0.14813242784380304,0.75,0
86,418,17,31.42184840187735,51.35826194930366,5,0,16.93438416485731,1,2,37.23267617728585,0.3773761428387657,0.3437761069340017,0.49999999999999994,0.381256558779862,0.34592529711375214,0.49999999999999994,0
88,212,12,11.728319654665489,81.11047421243686,1,0,22.329617127036336,2,2,32.89399424923122,0.04838990845593308,0.13909774436090225,0.75,0.04875544348894312,0.13794567062818336,0.75,0
91,445,19,18.001495813024587,55.88283892644448,1,0,41.91458396662404,0,2,55.890327947261575,0.4085064448556892,0.4782790309106098,0.4642857142857143,0.4127194561846366,0.482597623089983,0.4642857142857143,0
92,200,19,11.029587381981791,32.96981120962,1,0,44.54461624068115,1,2,48.46045497764021,0.6308307541459796,0.39515455304928987,0.32142857142857145,0.6374190729755398,0.39813242784380304,0.32142857142857145,1
93,473,11,25.046384591550215,42.96308190070123,3,0,5.55534707271683,1,2,39.05450728470574,0.5859766979462356,0.570593149540518,0.9285714285714286,0.5920857971328146,0.5764006791171477,0.9285714285714286,0
94,440,7,24.326035723271232,71.28266663016083,2,0,33.33327552223667,1,0,50.206672181198634,0.2545121270295809,0.6048454469507101,0.10714285714285715,0.2570798668209634,0.6112054329371815,0.10714285714285715,2
97,384,17,15.72236512116534,86.24270628985924,6,0,17.662684197747335,2,0,42.926377891912566,0.14552616738220647,0.39055973266499583,0.32142857142857145,0.1469295038375872,0.3934634974533107,0.32142857142857145,2
98,425,8,12.213889605581034,54.84901345969361,6,0,49.4842994170568,0,3,50.2620951292006,0.8341447403566615,0.28738512949039263,0.25,0.8429052608584876,0.28862478777589134,0.25,1
99,368,7,14.261948454347936,36.961360880890155,3,0,7.419754024789252,1,2,11.181281617099684,0.4890950969118832,0.34001670843776105,0.75,0.49416911543480063,0.34210526315789475,0.75,0
101,444,5,29.274607313303388,83.93084329081483,0,0,16.55345733393911,1,2,37.41623060587887,0.5297923823072795,0.2752715121136174,0.5714285714285714,0.5353012096352389,0.27631578947368424,0.5714285714285714,1
102,374,19,15.526584286343212,75.10633038234559,2,0,25.262711772418665,1,0,50.809937900887974,0.722179546499262,0.36800334168755217,0.35714285714285715,0.7297438335994145,0.37054329371816636,0.35714285714285715,1
103,363,14,24.820299791335568,58.01807999781664,1,0,40.45865601159192,1,3,47.25970471935827,0.4742902706856604,0.49289891395154556,0.35714285714285715,0.47920611480609043,0.49745331069609516,0.35714285714285715,2
104,341,8,30.648019144997416,67.28066983521177,3,0,7.164153968541594,1,2,35.82086139163689,0.3885826680508771,0.36299081035923136,0.42857142857142855,0.39258281423414576,0.3654499151103565,0.42857142857142855,2
105,291,8,14.487433085595836,75.78931747553335,0,1,31.653561697794306,1,1,53.90655832518387,0.9377040721025032,0.6599832915622389,0.14285714285714285,0.9475710179801219,0.66723259762309,0.14285714285714285,1
106,202,10,28.732780646795636,31.866935995041462,5,0,22.545488583098628,1,2,35.97056329649056,0.6984520346210955,0.22389306599832914,0.25,0.7057628175627735,0.22410865874363325,0.25,1
107,491,9,32.69546632461601,88.24597238848698,6,0,13.123320277659062,0,2,38.18090522519154,0.39403508908134277,0.6240601503759399,0.07142857142857145,0.3980934887979813,0.6307300509337861,0.07142857142857145,2
108,235,5,28.047190698173377,70.58558174030354,2,0,23.67321962358562,1,0,37.030818293997434,0.6603223710388039,0.28362573099415206,0.25,0.6672257775842974,0.284804753820034,0.25,1
109,448,7,19.776069076454363,53.68406123068969,0,1,47.02396742808119,0,0,61.496622847680506,0.20143030971984272,0.1712614870509607,0.42857142857142855,0.20343092466912188,0.17062818336162983,0.42857142857142855,2
110,107,12,28.12963870068477,65.82574621120318,5,0,12.406967316480864,0,2,18.31672505552438,0.485958885718795,0.14411027568922305,0.2142857142857143,0.49099939703778034,0.1430390492359932,0.2142857142857143,2
111,172,10,14.221355166942152,43.750317072849725,2,0,49.69693383933859,1,2,39.17646466833136,0.1412741853018376,0.10693400167084377,0.07142857142857145,0.14263209368432694,0.10526315789473684,0.07142857142857145,2
112,206,11,15.715629038123089,74.28414740031103,1,0,22.28191872759952,0,2,32.44114132276269,0.8753907502035527,0.498329156223893,0.35714285714285715,0.8845919420690835,0.5029711375212224,0.35714285714285715,1
113,228,7,13.14353779516622,39.0950575721928,0,0,24.667318482898445,0,1,27.862980903179064,0.06410918055968207,0.3061821219715956,0.035714285714285726,0.06464265991264255,0.30772495755517826,0.035714285714285726,2
114,497,15,32.47252060015589,81.3124191011022,3,0,27.61095423932445,0,2,56.47127034064352,0.3802509188424458,0.5325814536340852,0.75,0.3841620488202838,0.5377758913412563,0.75,0
115,134,6,9.783393172948031,37.79648233607647,5,0,49.35957123135835,0,2,36.163482552364634,0.21372220391546415,0.37552213868003337,0.6071428571428572,0.2158541451626763,0.37818336162988114,0.6071428571428572,0
116,405,19,18.64801118754236,54.69932762740214,5,0,11.324620759799432,1,0,29.13275037905101,0.8752218159555443,0.4883040935672514,0.5,0.8844212029316877,0.4927843803056027,0.5,1
118,350,15,17.486087762297167,37.50751542850482,3,0,25.8891777028457,1,3,33.252813566176215,0.6458115932495518,0.14452798663324976,0.2857142857142857,0.6525599669988902,0.14346349745331066,0.2857142857142857,1
119,352,12,33.6779718297203,78.44376182039707,5,0,10.38028989884254,1,1,42.43779828553889,0.6797785410245594,0.385547201336675,0.5,0.6868898168158762,0.3883701188455009,0.5,1
120,273,6,24.83846422807868,71.86537656440578,0,0,36.81568824226659,1,3,37.967789106365075,0.3277276462366723,0.462406015037594,0.39285714285714285,0.33107761885040793,0.46646859083191855,0.39285714285714285,2
121,495,12,31.617154800838502,59.91424797034255,1,0,8.688458058964798,1,1,39.02858982092585,0.4725582232847448,0.0810359231411863,0.035714285714285726,0.4774555622529675,0.07894736842105263,0.035714285714285726,2
122,454,16,12.553738241438452,62.81157845850757,3,0,5.822378137557781,0,2,28.61084982841934,0.39957712533153,0.36340852130325807,0.39285714285714285,0.4036947360283612,0.365874363327674,0.39285714285714285,2
123,197,6,10.550879007437604,84.88386689739022,0,0,45.42598738254494,0,0,43.78961720096392,0.529022182188156,0.28362573099415206,0.14285714285714285,0.5345227807168186,0.284804753820034,0.14285714285714285,2
124,269,16,23.561965892984187,45.40165369860275,4,0,6.084958703390007,0,1,22.433787375131857,0.4350547947001848,0.3216374269005848,0.7142857142857142,0.43955144795167245,0.3234295415959253,0.7142857142857142,0
125,107,9,33.66594885499018,37.02396248545012,5,0,17.660777983422875,0,2,20.900943296550217,0.30522861244570315,0.5104427736006683,0.14285714285714285,0.30833820593089983,0.5152801358234295,0.14285714285714285,2
126,485,18,15.751342075785848,68.10534635458313,0,0,17.230393223605812,1,0,39.3342292288104,0.8535101186298936,0.37969924812030076,0.9642857142857142,0.8624775383610997,0.38242784380305606,0.9642857142857142,1
127,445,9,21.99742703980183,37.80286695066832,4,0,10.163911973622596,0,2,32.13176182051132,0.3968348347083564,0.13032581453634084,0.17857142857142855,0.4009231468390214,0.12903225806451613,0.17857142857142855,2
129,355,18,28.38764016218844,88.3451999424062,3,0,6.848067775568244,2,2,30.250876541113932,0.616055491607922,0.12781954887218044,0.5357142857142857,0.6224859518927184,0.1264855687606112,0.5357142857142857,1
131,256,10,18.148136598801873,57.86599417353257,0,0,44.26947824792249,0,2,53.019181175719616,0.571404512458957,0.6729323308270677,0.7142857142857142,0.577357922771032,0.6803904923599321,0.7142857142857142,0
132,120,13,16.513423318396924,87.97460464240788,2,0,18.413404273617022,1,1,21.20784527390633,0.41863785974479895,0.5229741019214703,0.42857142857142855,0.42295911486343696,0.528013582342954,0.42857142857142855,2
133,307,18,33.52188390845162,42.43854019125348,3,1,25.684006882358183,1,2,42.63735985194516,0.15834186746812,0.29197994987468673,0.39285714285714285,0.1598821265507962,0.2932937181663837,0.39285714285714285,2
134,460,10,26.46730365518609,40.818476125366686,4,0,45.68609086601858,1,0,52.143235607984685,0.45909779024674874,0.003341687552213868,1.0,0.4638513182765333,0.0,1.0,0
135,383,9,15.514028123058084,35.53708752439543,1,0,25.669914836024425,1,2,36.52771738022135,0.2073392797715834,0.22556390977443608,0.0,0.20940302601284588,0.2258064516129032,0.0,2
136,104,19,14.668082394326037,73.5435546218462,0,0,22.229741627788258,2,1,31.2218609830682,0.7052982256852482,0.28780284043441934,0.6785714285714286,0.7126821531653584,0.2890492359932088,0.6785714285714286,1
138,104,5,13.105499168201485,47.09448129185765,4,0,21.719593009394348,0,0,24.460260168036346,0.6496747899192006,0.5501253132832079,0.42857142857142855,0.6564644379675801,0.5556027164685907,0.42857142857142855,1
139,245,17,28.680489693550943,69.90877165430433,3,0,26.811028262133835,1,1,35.34613617702079,0.6214195966300975,0.09649122807017545,0.07142857142857145,0.6279073668821842,0.09465195246179967,0.07142857142857145,2
140,426,17,20.841383348909723,81.77283017474474,5,0,44.324372998445824,0,2,60.14733985297889,0.7915291648742007,0.41102756892230574,0.75,0.799834381606459,0.41426146010186754,0.75,1
141,149,7,34.11301180675521,47.02970682141122,1,0,45.21358640057602,0,3,39.131939135686665,0.4964314790515946,0.23976608187134504,0.49999999999999994,0.5015838793024456,0.2402376910016978,0.49999999999999994,1
143,459,19,29.002351960952428,79.47208848522193,2,0,8.358729398574296,1,1,41.905911523427854,0.6211241846166368,0.8107769423558896,0.5,0.6276087986939732,0.8204584040747027,0.5,1
144,121,19,29.076915774546176,43.96578882607733,4,0,34.99776881957175,0,0,34.040727008441245,0.6140194752794583,0.22974101921470344,0.5357142857142857,0.6204281828154358,0.2300509337860781,0.5357142857142857,1
145,472,5,23.996107807720737,70.9001689440972,3,1,48.95574677724138,2,2,74.21989443342866,0.6579838907453115,0.26649958228905596,0.6785714285714286,0.664862313024357,0.267402376910017,0.6785714285714286,1
146,109,13,17.938286196918426,84.36395314118192,4,0,16.503759220791267,1,3,29.94626323403256,0.5025288390333256,0.35714285714285715,0.75,0.5077463833295793,0.35950764006791175,0.75,0
148,286,17,34.70163916631935,50.01640734174259,2,0,41.09172216272909,1,0,35.99731048490554,0.5435994410546562,0.529657477025898,0.5,0.5492557826616825,0.5348047538200339,0.5,1
149,328,12,25.6106361617932,52.886462484798685,3,0,9.172166486462146,2,3,21.50917831107774,0.7121598538394165,0.4586466165413534,0.6785714285714286,0.7196170907874523,0.46264855687606116,0.6785714285714286,1
150,134,14,20.119960727129996,61.84424131721015,0,0,18.846626602542973,1,2,33.67513914039034,0.8094539477488545,0.47368421052631576,0.07142857142857145,0.8179506724243735,0.4779286926994907,0.07142857142857145,1
152,468,12,16.382663118210797,79.60889842778514,4,0,32.55240945622426,1,1,55.87701836695389,0.4182897689948938,0.40016708437761067,0.4642857142857143,0.4226073051204456,0.4032258064516129,0.4642857142857143,0
153,250,17,28.8526920079041,70.32336232513521,6,0,33.05836378283695,1,2,41.59604746806248,0.43851700688606077,0.2606516290726817,0.6071428571428572,0.44305065032814017,0.2614601018675722,0.6071428571428572,0
154,268,7,26.22686646985983,88.17646361088572,6,0,19.175472823254108,0,2,41.544222599352715,0.611799832603971,0.47284878863826235,0.5,0.6181848255317142,0.47707979626485575,0.5,1
155,180,11,15.653676289748518,66.32896015286428,6,0,37.76055160082888,1,2,39.12607919065812,0.08769387667555212,0.3529657477025898,0.14285714285714285,0.08847933434686443,0.3552631578947369,0.14285714285714285,2
156,279,8,21.955850576201804,53.85885477552217,2,0,6.497058702621129,2,2,17.85125890637361,0.49386076661219114,0.43692564745196316,0.5714285714285714,0.49898570143400867,0.4405772495755517,0.5714285714285714,0
157,400,5,17.92306193362362,84.13418420773428,4,0,26.49839568797912,2,3,39.90316811028982,0.6971336147405076,0.22556390977443608,0.32142857142857145,0.7044303117163219,0.2258064516129032,0.32142857142857145,1
159,456,9,13.479950615438243,31.885309290676375,1,0,46.01816266396329,0,3,58.50068062904648,0.3162957006885735,0.2606516290726817,0.75,0.31952353467476236,0.2614601018675722,0.75,0
161,490,14,13.345093406987218,80.8316663420149,2,0,15.468648727404872,1,2,40.93511002748501,0.26737209886942814,0.26441102756892226,0.14285714285714285,0.2700772342864458,0.2652801358234295,0.14285714285714285,2
